Best_MAE_CV,Train_RMSE,Test_RMSE,Train_R2,Test_R2,subsample,reg_lambda,reg_alpha,n_estimators,max_depth,learning_rate,colsample_bytree
0.010054438323658403,0.024862879324410624,0.02075048317346075,0.8975154682569733,0.7703559723028943,0.9,2.0,0.1,100,4,0.01,0.8
